type,message
4,[NUMBER] is your verification code for [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] .
4,Your login code is [NUMBER] Regards PickMe
4,[NUMBER] is your Daraz verification code . This code will expire in [DURATION] [DURATION]
4,< # > imo code : [NUMBER] LGIS0nvV16S
4,G-190415 is your [ORGANIZATION] verification code .
4,Your Uber ride code is [NUMBER] . Reply STOP to [NUMBER] [NUMBER] to unsubscribe .
4,"Dear Customer , Please use the following OTP : [NUMBER] to complete your online request . [ORGANIZATION] [ORGANIZATION]"
4,[NUMBER] This Mi Account verification code is valid for [DURATION] [DURATION] .
4,Your transaction OTP is [NUMBER]
4,< # > Your WhatsApp code : [NUMBER] You can also tap on this link to verify your phone : v.whatsapp.com/139550 Do n't share this code with others 4sgLq1p5sV6
4,Your Uber code : [DATE] .
4,Your transaction OTP is [NUMBER]
4,[NUMBER] is your Daraz verification code . This code will expire in [DURATION] [DURATION]
4,Your Uber code : [DATE] . Reply STOP to [NUMBER] [NUMBER] to unsubscribe .
4,< # > Your WhatsApp code : [NUMBER] You can also tap on this link to verify your phone : [NUMBER] Do n't share this code with others 4sgLq1p5sV6
4,[NUMBER] is your [ORGANIZATION] confirmation code
4,Your [ORGANIZATION] verification code is : [NUMBER]
4,Your transaction OTP is [NUMBER]
4,Use [NUMBER] for two-factor authentication on [ORGANIZATION] .
4,"Hi , Please use this verification code to register with Genie : [NUMBER]"
4,[NUMBER] is your [ORGANIZATION] Azure verification code
4,Telegram code : [NUMBER] You can also tap on this link to log in : [URL]
4,[NUMBER] This Mi Account verification code is valid for [DURATION] [DURATION] .
4,"Dear Customer , Please use the following OTP : [NUMBER] to complete your online request . [ORGANIZATION] [ORGANIZATION]"
4,< # > Snapchat Code : [NUMBER] . Happy Snapping ! qunyt57f5Rf
4,[NUMBER] This Mi Account verification code is valid for [DURATION] [DURATION] .
4,"Dear Customer , Please use the following OTP : [NUMBER] to complete your online request . [ORGANIZATION] [ORGANIZATION]"
4,< # > Your [NUMBER] digit Pin is : [NUMBER] mgTok1Ff4iZ
4,Your transaction OTP is [NUMBER]
4,Dear Customer Please use the following OTP : [NUMBER] to complete your online request
4,"Dear Customer , Please use the following OTP : [NUMBER] to complete your online request . [ORGANIZATION] [ORGANIZATION]"
4,Your transaction OTP is [NUMBER]
4,Please use [NUMBER] to register the app with your [ORGANIZATION] account . Do not disclose this value to any [ORDINAL] party
4,Your Vishwa Login OTP is [NUMBER]
4,Your transaction OTP is [NUMBER]
4,Your transaction OTP is [NUMBER]
4,Your transaction OTP is [NUMBER]
4,Your transaction OTP is [NUMBER]
4,[NUMBER] is your Mi Account verification code . Do n't share it to other people . The code is valid within [DURATION] [DURATION] . Your [DATE] number will be set as your recovery phone .
4,Use [NUMBER] as [ORGANIZATION] account password reset code
4,< # > Your WhatsApp code : [NUMBER] You can also tap on this link to verify your phone : v.whatsapp.com/355153 Do n't share this code with others 4sgLq1p5sV6
4,Your transaction OTP is [NUMBER]
4,Please use [NUMBER] to register the app with your [ORGANIZATION] account
4,Your transaction OTP is [NUMBER]
4,Your transaction OTP is [NUMBER]
4,G-163911 is your [ORGANIZATION] verification code .
4,Your transaction OTP is [NUMBER]
4,Admission to undergraduate courses of the Universities in [COUNTRY] [COUNTRY] . Profile activation code : [NUMBER] Verification link has been sent to [EMAIL]
4,Your transaction OTP is [NUMBER]
4,Your transaction OTP is [NUMBER]
4,G-831297 is your [ORGANIZATION] verification code .
4,Your transaction OTP is [NUMBER]
4,Your transaction OTP is [NUMBER]
4,Your Twitter confirmation code is [NUMBER] .
4,[NUMBER] This Mi Account verification code is valid for [DURATION] [DURATION] .
4,Your transaction OTP is [NUMBER]
4,Your transaction OTP is [NUMBER]
4,Your login password for [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] has been reset.Pls login using your user [STATE_OR_PROVINCE] with this temporary password 3vBmkRXH33
4,[NUMBER] This Mi Account verification code is valid for [DURATION] [DURATION] .
4,Your transaction OTP is [NUMBER]
4,< # > Your [ORGANIZATION] verification code is [NUMBER] . 0PYGGQiwfmU
4,Your OTA PIN is [NUMBER] for SchoolBoyCricket
4,G-254151 is your [ORGANIZATION] verification code .
4,G-340133 is your [ORGANIZATION] verification code .
4,< # > Your WhatsApp code : [NUMBER] You can also tap on this link to verify your phone : v.whatsapp.com/221703 Do n't share this code with others 4sgLq1p5sV6
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,ATM Cash Deposit Rs [NUMBER] To A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[NUMBER] ****** [DATE] PURCHASE [COUNTRY] [COUNTRY] Rupee [NUMBER] [MISC] [MISC] [MISC] [MISC]
3,[NUMBER] ****** [DATE] PURCHASE [COUNTRY] [COUNTRY] Rupee [NUMBER] HEMARA RICHLOOK GALLE Approved
3,HNB SMS Alert VC : ** [DATE] : KANTHISIRI TRADE CENTRE P GALLE ( Apprx ) LKR [NUMBER] ( 05-Mar-2020 [TIME] [TIME] ) Av.Bal : LKR [NUMBER] Hot Line : [NUMBER]
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for CDK ? - [ORGANIZATION] [ORGANIZATION]
3,Transfer Order Debit Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[NUMBER] ****** [DATE] PURCHASE [COUNTRY] [COUNTRY] Rupee [DATE] AAKARSHA PRINTERS & PUBLI MIRIGAMA Approved
3,Transfer Order Debit Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for Sahan - [ORGANIZATION] [ORGANIZATION]
3,[NUMBER] ****** [DATE] PURCHASE [COUNTRY] [COUNTRY] Rupee [NUMBER] SINGHAGIRI PVT LTD AHANGAMA Approved
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 07Feb-Sampath Bank
3,Transfer Order Debit Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[NUMBER] ****** [DATE] PURCHASE [COUNTRY] [COUNTRY] Rupee [NUMBER] HEMARA TRADE CENTRE GALLE Approved
3,Transfer Order Debit Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[NUMBER] ****** [DATE] PURCHASE [COUNTRY] [COUNTRY] Rupee [NUMBER] HEMARA RICHLOOK GALLE Approved
3,Transfer Order Credit Rs [NUMBER] To A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,POS/ATM Transaction Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 13Oct-Sampath Bank
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 19Sep-Sampath Bank
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 13Dec-Sampath Bank
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,Transfer Order Debit Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[MISC] [MISC] [MISC] [MISC] [MISC] [NUMBER] To A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for CDK ? - [ORGANIZATION] [ORGANIZATION]
3,[NUMBER] ****** [DATE] PURCHASE [COUNTRY] [COUNTRY] Rupee [NUMBER] CARGILLS - GALLE II GALLE Approved
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,Transfer Order Debit Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,POS/ATM Transaction Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[NUMBER] ****** [DATE] PURCHASE [COUNTRY] [COUNTRY] Rupee [NUMBER] DINEMORE PVT LTD [ORGANIZATION] [NUMBER] Approved
3,[NUMBER] ****** [DATE] PURCHASE [COUNTRY] [COUNTRY] Rupee [DATE] [NUMBER] [NUMBER] GALLE Approved
3,[NUMBER] ****** [DATE] PURCHASE [COUNTRY] [COUNTRY] Rupee [NUMBER] CARGILLS EXPRESS-AHANGAMA AHANGAMA Approved
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for TFR-VISHWA - [ORGANIZATION] [ORGANIZATION]
3,[MISC] [MISC] [MISC] [MISC] [MISC] [NUMBER] To A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for CDK ? - [ORGANIZATION] [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 01Nov-Sampath Bank
3,Transfer Order Debit Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[NUMBER] ****** [DATE] PURCHASE [COUNTRY] [COUNTRY] Rupee [NUMBER] KEELLS-MATARA [CITY] Approved
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for TFR-VISHWA - [ORGANIZATION] [ORGANIZATION]
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[MISC] [MISC] [MISC] [MISC] [MISC] [NUMBER] To A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[MISC] [MISC] [MISC] [MISC] [MISC] [NUMBER] To A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[MISC] [MISC] [MISC] [MISC] [MISC] [NUMBER] To A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,Transfer Order Debit Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,HNB SMS Alert VC : ** [DATE] : HEMARA RICHLOOK GALLE ( Apprx ) LKR [NUMBER] ( 12-Mar-2020 [TIME] [TIME] ) Av.Bal : LKR [NUMBER] Hot Line : [NUMBER]
3,POS/ATM Transaction Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for CDK ? - [ORGANIZATION] [ORGANIZATION]
3,[MISC] [MISC] [MISC] [MISC] [MISC] [NUMBER] To A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,POS/ATM Transaction Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,Transfer Order Debit Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,Transfer Order Debit Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,POS/ATM Transaction Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[NUMBER] ****** [DATE] PURCHASE [COUNTRY] [COUNTRY] Rupee [DATE] [MISC] [MISC] [MISC] [MISC]
3,Transfer Order Debit Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,Transfer Order Debit Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[NUMBER] ****** [DATE] PURCHASE [COUNTRY] [COUNTRY] Rupee [DATE] KANTHISIRI TRADE CENTRE P GALLE Approved
3,HNB SMS Alert VC : ** [DATE] : KANTHISIRI TRADE CENTRE P GALLE ( Apprx ) LKR [NUMBER] ( 12-Mar-2020 [TIME] [TIME] ) Av.Bal : LKR [NUMBER] Hot Line : [NUMBER]
3,Transfer Order Debit Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,Transfer Order Debit Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 24Jun-Sampath Bank
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 11Apr-Sampath Bank
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 23Jun-Sampath Bank
3,[MISC] [MISC] [MISC] [MISC] [MISC] [NUMBER] To A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 03Feb-Sampath Bank
3,[MISC] [MISC] [MISC] [MISC] [MISC] [NUMBER] To A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 05Nov-Sampath Bank
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for [SET] salary t - [ORGANIZATION] [ORGANIZATION]
3,Transfer Order Debit Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[MISC] [MISC] [MISC] [MISC] [MISC] [NUMBER] To A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via ATM 14Sep-Sampath Bank
3,Transfer Order Debit Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,HNB SMS Alert VC : ** [DATE] : KANTHISIRI TRADE CENTRE P GALLE ( Apprx ) LKR [NUMBER] ( 05-Mar-2020 [TIME] [TIME] ) Av.Bal : LKR [NUMBER] Hot Line : [NUMBER]
3,[NUMBER] ****** [DATE] PURCHASE [COUNTRY] [COUNTRY] Rupee [NUMBER] CARGILLS EXPRESS-AHANGAMA AHANGAMA Approved
3,[MISC] [MISC] [MISC] [MISC] [MISC] [NUMBER] To A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,ATM Withdrawal Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,Transfer Order Debit Rs [NUMBER] From A/C No XXXXXXXXXX446 . Balance available Rs [NUMBER] - Thank you for banking with [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] for SMS?CHRG ? [NUMBER] ? - [ORGANIZATION] [ORGANIZATION]
